Data from QEP009941__1__13-58-41-172.txt Node

Date: Fri Oct 27 13:58:41 PDT 2023
User: eway
Spectrometer: QEP00994
Trigger mode: 4
Integration Time (sec): 1.000000E-2
Scans to average: 100
Electric dark correction enabled: false
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
474.034	1626.49
474.427	1612.47
474.82	1609.62
475.213	1608.52
475.606	1607.97
475.999	1608.05
476.391	1608.27
476.784	1609.15
477.177	1610.06
477.57	1610.17
477.962	1610.3
478.355	1609.9
478.747	1609.21
479.14	1608.86
479.532	1608.36
479.925	1608.55
480.317	1609.18
480.71	1609.47
481.102	1609.55
481.494	1609.08
481.886	1609.85
482.278	1609.03
482.671	1609.67
483.063	1609.25
483.455	1609.26
483.847	1609.13
484.238	1609.18
484.63	1609.24
485.022	1609.65
485.414	1609.92
485.806	1609.55
486.197	1609.36
486.589	1609.16
486.98	1609.46
487.372	1609.44
487.764	1609.31
488.155	1609.53
488.546	1609.33
488.938	1609.96
489.329	1609.61
489.72	1609.82
490.111	1609.28
490.503	1609.27
490.894	1609.33
491.285	1609.44
491.676	1609.74
492.067	1608.95
492.458	1609.6
492.849	1610.22
493.24	1609.8
493.63	1609.57
494.021	1609.76
494.412	1609.22
494.802	1609.37
495.193	1609.6
495.584	1609.83
495.974	1609.6
496.365	1609.53
496.755	1609.58
497.145	1609.77
497.536	1609.74
497.926	1609.51
498.316	1609.24
498.706	1609.7
499.097	1609.59
499.487	1609.76
499.877	1609.5
500.267	1610.06
500.657	1609.93
501.047	1609.78
501.436	1609.67
501.826	1609.77
502.216	1609.62
502.606	1609.79
502.995	1609.66
503.385	1609.62
503.775	1609.59
504.164	1609.46
504.554	1609.63
504.943	1609.36
505.332	1609.86
505.722	1609.97
506.111	1609.45
506.5	1609.8
506.89	1609.47
507.279	1609.4
507.668	1609.66
508.057	1609.9
508.446	1609.88
508.835	1609.33
509.224	1609.3
509.613	1609.52
510.002	1609.68
510.39	1609.85
510.779	1609.65
511.168	1609.26
511.556	1609.74
511.945	1609.43
512.334	1609.28
512.722	1609.31
513.111	1609.32
513.499	1609.74
513.887	1609.59
514.276	1609.43
